Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2011,2011,kcal/cap/d,3250,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2012,2012,kcal/cap/d,3257,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2013,2013,kcal/cap/d,3209,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2014,2014,kcal/cap/d,3187,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2015,2015,kcal/cap/d,3188,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2016,2016,kcal/cap/d,3137,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2017,2017,kcal/cap/d,3150,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2018,2018,kcal/cap/d,3119,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2019,2019,kcal/cap/d,3139,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2020,2020,kcal/cap/d,3152,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2021,2021,kcal/cap/d,3115,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2022,2022,kcal/cap/d,3117,E,
59,'818,Egypt,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,3107,E,Imputed value
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20002002,2000-2002,kcal/cap/d,3261,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20012003,2001-2003,kcal/cap/d,3256,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20022004,2002-2004,kcal/cap/d,3216,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20032005,2003-2005,kcal/cap/d,3190,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20042006,2004-2006,kcal/cap/d,3189,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20052007,2005-2007,kcal/cap/d,3229,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20062008,2006-2008,kcal/cap/d,3266,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20072009,2007-2009,kcal/cap/d,3278,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20082010,2008-2010,kcal/cap/d,3285,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20092011,2009-2011,kcal/cap/d,3266,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20102012,2010-2012,kcal/cap/d,3266,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20112013,2011-2013,kcal/cap/d,3238,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20122014,2012-2014,kcal/cap/d,3217,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20132015,2013-2015,kcal/cap/d,3195,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20142016,2014-2016,kcal/cap/d,3170,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2015-2017,kcal/cap/d,3158,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2016-2018,kcal/cap/d,3135,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2017-2019,kcal/cap/d,3136,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2018-2020,kcal/cap/d,3137,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2019-2021,kcal/cap/d,3135,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2020-2022,kcal/cap/d,3128,E,
59,'818,Egypt,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,3113,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20002002,2000-2002,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20012003,2001-2003,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20022004,2002-2004,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20032005,2003-2005,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20042006,2004-2006,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20052007,2005-2007,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20062008,2006-2008,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20072009,2007-2009,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20082010,2008-2010,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20092011,2009-2011,%,65,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20102012,2010-2012,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2011-2013,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2012-2014,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2013-2015,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2014-2016,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2015-2017,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2016-2018,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2017-2019,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2018-2020,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2019-2021,%,64,E,
59,'818,Egypt,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,64,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20002002,2000-2002,g/cap/d,95.1,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20012003,2001-2003,g/cap/d,95.4,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20022004,2002-2004,g/cap/d,95,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20032005,2003-2005,g/cap/d,95,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20042006,2004-2006,g/cap/d,95.9,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20052007,2005-2007,g/cap/d,98.2,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20062008,2006-2008,g/cap/d,99.6,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20072009,2007-2009,g/cap/d,99.9,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20082010,2008-2010,g/cap/d,98.5,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20092011,2009-2011,g/cap/d,96.3,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20102012,2010-2012,g/cap/d,94.8,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2011-2013,g/cap/d,94.1,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2012-2014,g/cap/d,94.2,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2013-2015,g/cap/d,93.9,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2014-2016,g/cap/d,93.3,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2015-2017,g/cap/d,93.1,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2016-2018,g/cap/d,92.9,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2017-2019,g/cap/d,93.2,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2018-2020,g/cap/d,93.2,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2019-2021,g/cap/d,92.7,E,
59,'818,Egypt,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,92.5,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20002002,2000-2002,g/cap/d,18.4,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20012003,2001-2003,g/cap/d,18.7,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20022004,2002-2004,g/cap/d,19.1,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20032005,2003-2005,g/cap/d,19.5,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20042006,2004-2006,g/cap/d,20.1,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20052007,2005-2007,g/cap/d,21.7,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20062008,2006-2008,g/cap/d,22.7,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20072009,2007-2009,g/cap/d,22.6,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20082010,2008-2010,g/cap/d,23.2,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20092011,2009-2011,g/cap/d,23.8,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20102012,2010-2012,g/cap/d,25.3,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2011-2013,g/cap/d,25.6,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2012-2014,g/cap/d,26.4,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2013-2015,g/cap/d,26.7,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2014-2016,g/cap/d,26.6,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2015-2017,g/cap/d,26.7,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2016-2018,g/cap/d,27.3,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2017-2019,g/cap/d,28.1,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2018-2020,g/cap/d,28.5,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2019-2021,g/cap/d,28.6,E,
59,'818,Egypt,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,28.7,E,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2000,2000,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2001,2001,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2002,2002,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2003,2003,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2004,2004,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2005,2005,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2006,2006,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2007,2007,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2008,2008,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2009,2009,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2010,2010,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2015,2015,km,0.5,X,
59,'818,Egypt,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2016,2016,km,0.5,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2000,2000,Int$/cap,10221,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2001,2001,Int$/cap,10367,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2002,2002,Int$/cap,10395.1,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2003,2003,Int$/cap,10505.4,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2004,2004,Int$/cap,10715.4,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2005,2005,Int$/cap,10974.7,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2006,2006,Int$/cap,11499.8,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2007,2007,Int$/cap,12076.8,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2008,2008,Int$/cap,12690.1,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2009,2009,Int$/cap,13025.9,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2010,2010,Int$/cap,13421.5,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2011,2011,Int$/cap,13360.1,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2012,2012,Int$/cap,13352.1,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2013,2013,Int$/cap,13331.6,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2014,2014,Int$/cap,13402.5,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2015,2015,Int$/cap,13683.3,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2016,2016,Int$/cap,13983.3,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2017,2017,Int$/cap,14280.9,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2018,2018,Int$/cap,14759.3,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2019,2019,Int$/cap,15301.8,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2020,2020,Int$/cap,15572.8,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2021,2021,Int$/cap,15820.7,X,
59,'818,Egypt,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,16600.4,X,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20002002,2000-2002,%,4.8,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20012003,2001-2003,%,5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20022004,2002-2004,%,5.5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20032005,2003-2005,%,5.8,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20042006,2004-2006,%,5.9,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20052007,2005-2007,%,5.5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20062008,2006-2008,%,5.2,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20072009,2007-2009,%,5.1,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20082010,2008-2010,%,5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20092011,2009-2011,%,5.2,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20102012,2010-2012,%,5.3,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20112013,2011-2013,%,5.5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20122014,2012-2014,%,5.8,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20132015,2013-2015,%,6,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20142016,2014-2016,%,6.3,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20152017,2015-2017,%,6.5,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20162018,2016-2018,%,6.9,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20172019,2017-2019,%,6.8,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20182020,2018-2020,%,6.7,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20192021,2019-2021,%,6.9,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20202022,2020-2022,%,7.6,E,
59,'818,Egypt,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,8.5,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20002002,2000-2002,million No,3.5,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20012003,2001-2003,million No,3.7,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20022004,2002-2004,million No,4.2,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20032005,2003-2005,million No,4.5,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2004-2006,million No,4.6,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2005-2007,million No,4.4,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2006-2008,million No,4.2,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2007-2009,million No,4.3,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2008-2010,million No,4.3,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2009-2011,million No,4.6,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2010-2012,million No,4.7,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2011-2013,million No,5,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2012-2014,million No,5.4,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2013-2015,million No,5.7,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2014-2016,million No,6.2,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20152017,2015-2017,million No,6.5,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20162018,2016-2018,million No,7,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20172019,2017-2019,million No,7.1,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20182020,2018-2020,million No,7.1,E,
59,'818,Egypt,210011,Number of people undernourished (million) (3-year average),6132,Value,20192021,2019-2021,million No,7.4,E,
